Date,workoutId,exerciseId,singleSetId,exerciseName,reps,weight,fake_user_id
2021-01-13,FN8wUC4hh9,djuvlRHUvb,BshAHRlRA7,Dumbbell Rear Delt Raise,10,12.473805009480094,fake_id_941
2021-07-17,SkD286L1fO,erjFOF21dc,lnXuAkPmNg,Reverse Barbell Curl,14,9.071858188712795,fake_id_945
2021-01-10,HbvDOJ83co,AF7Qq7XK2r,ur5vmDXtom,Air Squats,11,0.0,fake_id_942
2021-09-28,ICWpCZ4kMm,erjFOF21dc,zxEGpUC9rP,Reverse Barbell Curl,15,15.87575183024739,fake_id_950
2021-03-01,HrVJPqUFDi,G1mxtZtEs5,9KPLnRLspH,Back Squat,15,29.483539113316585,fake_id_941
2021-06-23,WWHQiYpMWZ,3GvUTFN8up,giED8jhHZM,Calf Raise,20,18.14371637742559,fake_id_972
2021-02-04,hdisTurMHo,erjFOF21dc,lCaGrlVNuF,Reverse Barbell Curl,8,15.0,fake_id_994
2021-06-05,Fi713cDWRQ,Yw1aA3soIp,55N5IsbD91,Dumbbell Sumo Squat,16,6.8038936415345965,fake_id_999
2021-11-19,c3uP4QBQ6e,uHBREgyju0,ps2VeV8s0V,Step Up,10,10.432636917019714,fake_id_973
2021-04-24,3yJ4snKps4,G1mxtZtEs5,H7smy7c4Oj,Back Squat,8,60.0,fake_id_988
2021-03-22,F2pKwhI907,58REE5sJU1,VM7etnCPwE,Russian Twist,15,2.267964547178199,fake_id_937
2021-01-26,WxfSxDqbZI,G1mxtZtEs5,obGZ4ypbP7,Back Squat,4,95.25451098148434,fake_id_1001
2021-01-28,D9matlw04Q,3GvUTFN8up,ZPkOBDXzJ2,Calf Raise,15,0.0,fake_id_949
2021-05-14,HBECxbeTO0,G1mxtZtEs5,5v3pxCpInD,Back Squat,10,61.235042773811365,fake_id_947
2021-07-17,VXDOHDpjsZ,6wceEWn4V1,3tY772Lu44,Incline Svend Press,8,22.67964547178199,fake_id_954
2021-09-25,kZuSBEM3Hg,Yw1aA3soIp,c3fKmmlcrc,Dumbbell Sumo Squat,11,7.937875915123695,fake_id_997
2021-10-30,D9pg4nCMs2,aIzmfLklht,lBE8CpezBg,Dumbbell Step Up,8,13.607787283069193,fake_id_990
2021-01-21,WEutRZWiUC,djuvlRHUvb,A7IqERzXge,Dumbbell Rear Delt Raise,15,9.071858188712795,fake_id_949
2021-02-08,LTAPTxBFgy,zJlvUiMLou,rms2lpuFMQ,Barbell Incline Bench Press,10,79.37875915123695,fake_id_949
2021-05-13,0ix7SXIU76,AF7Qq7XK2r,6AhuujXjDE,Air Squats,34,0.0,fake_id_969
2021-01-04,1ydN4GSsSB,BTmBzxhAmZ,lkrmNBBIcI,Dumbbell Pullover,17,11.339822735890994,fake_id_950
2021-10-13,cqhcXx21ee,R1M0DI9wui,dr6dFjMliH,Standing Hip Flexor Stretch,8,0.0,fake_id_990
2021-06-19,JYngqHNg8L,UQBXLgsfXN,kR5QnWBN1a,Dumbbell Shrug,15,36.28743275485118,fake_id_949
2021-10-08,9yrpXUtwdN,9fptvki4pW,z55iC7K3j3,Barbell Hip Thrust,10,38.55539730202938,fake_id_991
2021-10-14,uIbGmyzunV,xPS7RzoOGm,cj6OP8wifc,Bent Over Barbell Row,12,29.483539113316585,fake_id_983
2021-09-09,kgBTLOXjBc,243X43p1XP,yZ1PFR2Ntx,Seated Leg Curl,12,31.75150366049478,fake_id_960
2021-11-01,bL3pDE2ynF,KVt5QRq9Hx,Thj1PAjDvj,Side Laterals to Front Raise,8,6.8038936415345965,fake_id_958
2021-05-19,HOuCAlEV2Q,uHBREgyju0,4CXwSnqXdL,Step Up,6,27.215574566138386,fake_id_964
2021-03-25,EKhlMKXKtH,163u4e1Em9,WlpoomHUs9,Hammerstrength Shrug,10,115.66619190608813,fake_id_937
2021-07-08,ERQklw6EFG,djuvlRHUvb,Hp5lg1ozhC,Dumbbell Rear Delt Raise,15,2.267964547178199,fake_id_997
2021-10-20,SaMLTWfLCw,dFycDkJyHe,q0DTzldj3g,Dumbbell Shoulder Raise,7,7.937875915123695,fake_id_946
2021-03-14,aWWnv2jetd,9q2Cdgm0FM,Zp6dDN9BOv,Machine Leg Press,12,40.82336184920758,fake_id_965
2021-07-22,tmwT0Jzn5Q,3GvUTFN8up,D9pGtv8UdF,Calf Raise,10,0.0,fake_id_943
2021-02-04,1IsWhGJX7l,3GvUTFN8up,ut3TEIJNQZ,Calf Raise,6,0.0,fake_id_949
2021-04-05,IrnKQ5319E,oDI8CKhqJi,q1j7Od59Ul,Single Arm Preacher Curl,20,6.8038936415345965,fake_id_947
2021-09-24,gPb7GxR20U,UQBXLgsfXN,RrrVlgGkQE,Dumbbell Shrug,10,36.28743275485118,fake_id_954
2021-11-20,f3AjpzUtbC,AkKyo5MAvA,y1diZsUqho,Kettlebell Front Squat,14,13.607787283069193,fake_id_959
2021-08-31,euOdFetSSG,ACSgVaipTW,CRTKHkedDT,Dumbbell Squeeze Press,15,6.8038936415345965,fake_id_958
2021-09-16,cyn6GJm9Pz,G1mxtZtEs5,EaHgVKJOKH,Back Squat,6,70.30690096252415,fake_id_990
2021-08-16,Oh54SnAFF9,djuvlRHUvb,qbyw1Csw9K,Dumbbell Rear Delt Raise,12,6.8038936415345965,fake_id_938
2021-02-17,uw3Kmyu3yC,otjt26R0oL,Kk26m39uNB,Barbell Shoulder Press,5,43.091326396385774,fake_id_941
2021-07-21,DdUXKMqGFs,qfkBJ4A5eQ,vbww2Hk9Eq,Dead Bug,8,0.0,fake_id_946
2021-01-22,cOlGbJYomt,G1mxtZtEs5,NBV4MSdJZm,Back Squat,11,102.05840462301894,fake_id_993
2021-03-11,qBF6test28,UQBXLgsfXN,NCgDB7W0cD,Dumbbell Shrug,15,27.215574566138386,fake_id_992
2021-02-18,5SaHDaXmsa,ACSgVaipTW,qECeNn03BN,Dumbbell Squeeze Press,20,15.87575183024739,fake_id_947
2021-09-02,S4Eh3H7i1Z,guHWefrd4A,NkVcdM0CXn,Torture Twist,12,38.55539730202938,fake_id_958
2021-01-19,xgnuOyopXY,k3yxx2a6oz,HjAav7i9oi,Seated Machine Calf Press,12,47.62725549074217,fake_id_964
2021-08-20,f4bvlgVHKl,aIzmfLklht,e0URU1IPbH,Dumbbell Step Up,10,9.071858188712795,fake_id_983
2021-02-08,JMl9C4IxQ3,G1mxtZtEs5,VFHIhvsNqv,Back Squat,10,104.0,fake_id_974
2021-07-12,ODVuurWMy6,k3yxx2a6oz,c0SKWmj7hN,Seated Machine Calf Press,12,52.16318458509857,fake_id_949
2021-03-31,Y8xmYC3EQd,QFhUumXlvb,ocoRurJ234,Reverse Grip Barbell Bent Over Row,15,30.0,fake_id_974
2021-04-19,1kXswxuUwG,UThEK7cf4f,FjodFtdOR3,Machine Fly,12,79.37875915123695,fake_id_949
2021-03-25,yrDQByQcND,9ykyHFs36M,PZS8b4pdQ3,Clean,7,22.67964547178199,fake_id_968
2021-01-03,lcmFVXwCx1,ACSgVaipTW,vNmlaCfcJb,Dumbbell Squeeze Press,18,15.87575183024739,fake_id_947
2021-01-23,u5QyJu1lTb,9VAkz3bNl4,u5Dxzvasp5,Decline Push Up,24,0.0,fake_id_941
2021-06-02,0xNh3nMUMK,nNMm3ywt6H,cwb56S7Iw2,Pike Push Up,8,0.0,fake_id_966
2021-10-16,emu4xNn9eh,qfkBJ4A5eQ,FtFw9FQzHT,Dead Bug,8,0.0,fake_id_960
2021-07-09,8QgamC1cyu,uHBREgyju0,f2YF4AUj55,Step Up,10,0.0,fake_id_945
2021-04-07,u3BOaQbobE,k3yxx2a6oz,NANEZmThdm,Seated Machine Calf Press,20,74.84283005688056,fake_id_993
2021-08-06,3wn7e8GGf3,N6zu9IJNBz,tQOfD1swOA,Leg Raise,17,0.0,fake_id_986
2021-10-27,G2azOAtucF,xPS7RzoOGm,X1Co1aggE9,Bent Over Barbell Row,10,20.41168092460379,fake_id_975
2021-07-02,0IreuDEgFw,243X43p1XP,X0JwpBhq2o,Seated Leg Curl,12,31.75150366049478,fake_id_993
2021-01-29,kg0aCnKsMx,DdtF1OFcuQ,ntVSCtkMDj,Tricep Push Up,10,0.0,fake_id_942
2021-01-19,1XFMQtojvN,G1mxtZtEs5,rcFYao1z0T,Back Squat,10,102.05840462301894,fake_id_987
2021-08-03,Mn958PTBhP,qfkBJ4A5eQ,d3w9ZUlhm3,Dead Bug,30,0.0,fake_id_994
2021-01-23,u5QyJu1lTb,uHBREgyju0,kXJidbBrLY,Step Up,5,0.0,fake_id_941
2021-07-08,pVzFQEEAip,otjt26R0oL,RDFNrcFtjc,Barbell Shoulder Press,10,30.0,fake_id_986
2021-01-24,fjGkybCr4v,r4bOO0fDTv,e6vf0qoiGZ,Plank,0,0.0,fake_id_959
2021-03-16,aKoJ3HKChq,Gx6Z2fevPD,Q2ENDvGKeP,Incline Dumbbell Row,13,18.14371637742559,fake_id_941
2021-08-19,j5FlXw0Bwy,UThEK7cf4f,bHQJBwtSv8,Machine Fly,8,36.28743275485118,fake_id_937
2021-10-12,1Zl5A0rTSL,qfkBJ4A5eQ,KFgkUbDO0j,Dead Bug,8,0.0,fake_id_942
2021-11-02,nFShHKNkro,oySTEjJdfw,O8zHClY40C,Freemotion Chest Press,10,13.607787283069193,fake_id_955
2021-05-04,QNIHanycnS,58REE5sJU1,EkdV6Cm1cW,Russian Twist,18,11.339822735890994,fake_id_950
2021-01-22,hTn8mXZ55e,58REE5sJU1,eMAD8rcW41,Russian Twist,20,11.339822735890994,fake_id_950
2021-07-01,IM0Lkgud43,9VAkz3bNl4,Cp0H8pWoig,Decline Push Up,17,0.0,fake_id_944
2021-02-25,YVnIyTz40G,AF7Qq7XK2r,ENbPoCDEa8,Air Squats,11,0.0,fake_id_1006
2021-09-03,iuOn4jO8y4,UThEK7cf4f,BKQCqugrav,Machine Fly,6,61.235042773811365,fake_id_984
2021-02-08,TnpgnlWznG,G1mxtZtEs5,dBDbiWezsa,Back Squat,5,52.16318458509857,fake_id_939
2021-04-24,5Ye66keYco,1mSqEHZVVv,QwY1LKkJLr,Machine Reverse Fly,8,36.28743275485118,fake_id_992
2021-01-15,eDdPrKfJyJ,erjFOF21dc,rCjpofBujg,Reverse Barbell Curl,10,22.67964547178199,fake_id_957
2021-08-24,HQo4fuc5Ve,otjt26R0oL,dSIrtlpu54,Barbell Shoulder Press,10,9.071858188712795,fake_id_997
2021-09-14,soBKibh5gW,zJlvUiMLou,hI1EXEP20Q,Barbell Incline Bench Press,12,29.483539113316585,fake_id_983
2021-10-30,Q60lNg7HZk,UQBXLgsfXN,G2fZp1rvOn,Dumbbell Shrug,10,29.483539113316585,fake_id_983
2021-09-10,XeANXUQLyN,4IMiKZHvCG,qLsjnF35s7,Shotgun Row,8,38.55539730202938,fake_id_942
2021-09-23,qmAMQB1IQk,1sQqqUqJyp,r2Z5GU0eiv,Frog Pump,14,0.0,fake_id_997
2021-03-17,BKRayZvBek,dFycDkJyHe,IMOHi0GUtG,Dumbbell Shoulder Raise,14,6.8038936415345965,fake_id_992
2021-03-19,dTKVrO9KPj,N6zu9IJNBz,B1kzXe2Jg7,Leg Raise,15,0.0,fake_id_959
2021-01-18,PH7Ceg7XzK,58REE5sJU1,OrjPhrUuFg,Russian Twist,22,4.535929094356398,fake_id_941
2021-08-14,VkFD1aQGYd,N6zu9IJNBz,IgQsRSwgqg,Leg Raise,10,0.0,fake_id_945
2021-07-20,syPNdDO9wM,ACSgVaipTW,5uQ1PgnB4w,Dumbbell Squeeze Press,16,9.071858188712795,fake_id_980
2021-11-01,ADdwWXD7jG,r4bOO0fDTv,XbHXc74xd4,Plank,0,0.0,fake_id_997
2021-02-06,QlCpJlfyis,58REE5sJU1,G340eM8x27,Russian Twist,18,6.0,fake_id_994
2021-10-12,HCj6G3Iuci,516XLLabVp,v5RvaPltyv,Scapular Pull Up,7,0.0,fake_id_947
2021-03-08,xk2PbRNcRj,ACSgVaipTW,ifd1Zp5Mcw,Dumbbell Squeeze Press,10,27.215574566138386,fake_id_976
2021-01-31,64Tlvj50oF,ACSgVaipTW,3M54j4is5e,Dumbbell Squeeze Press,14,5.669911367945497,fake_id_955
2021-07-16,XuUK1ks5gk,w5njIJMJHb,DQAoKM9PrF,Kettlebell Upright Row,8,5.0,fake_id_966
2021-03-30,EvluLpdwaG,xPS7RzoOGm,fcLQ7cazUc,Bent Over Barbell Row,12,29.483539113316585,fake_id_972
2021-02-01,724v2XKxF4,AF7Qq7XK2r,3kHHUGHJq5,Air Squats,10,0.0,fake_id_989
2021-09-27,bV8JWHceKe,WoEeZr6Uwx,Xf1cHDJLyW,Single Arm Lat Pulldown,12,39.0,fake_id_986
2021-03-13,LocXujYtvH,G1mxtZtEs5,ngOm52iQYt,Back Squat,10,124.73805009480093,fake_id_993
2021-08-16,tXrEe3TR8X,r4bOO0fDTv,S3lgeDqe88,Plank,0,0.0,fake_id_995
2021-03-20,7sNDm7qLji,G1mxtZtEs5,p78MpER73U,Back Squat,4,70.0,fake_id_978
2021-10-16,BuOIfj1sb5,KVt5QRq9Hx,yBvnDEzd1o,Side Laterals to Front Raise,12,2.267964547178199,fake_id_981
2021-01-23,u5QyJu1lTb,zJlvUiMLou,OeqSGr9m8l,Barbell Incline Bench Press,15,31.75150366049478,fake_id_941
2021-05-24,GKuQN6Sqq9,qfkBJ4A5eQ,DPt2sOpuJA,Dead Bug,8,0.0,fake_id_946
2021-09-24,uoYVAeeYuP,4IMiKZHvCG,ANmmOMors8,Shotgun Row,15,11.339822735890994,fake_id_938
2021-04-15,JGsm2Xi5tF,3GvUTFN8up,eRXhl7E4bs,Calf Raise,6,20.41168092460379,fake_id_949
2021-03-25,RzG7ix0fvF,3GvUTFN8up,ykvrq2LdFZ,Calf Raise,6,11.339822735890994,fake_id_949
2021-01-23,fQGjD1rHGM,5hsZsuO5vt,OJGPIEeHV5,Single Leg Hip Thrust,25,0.0,fake_id_1000
2021-07-08,ERQklw6EFG,ewEcdHovom,OPlCXXyM8y,Hanging Leg Raise,11,0.0,fake_id_997
2021-03-22,OYDnimMIfA,BTmBzxhAmZ,FSIU9xxNpB,Dumbbell Pullover,16,11.339822735890994,fake_id_942
2021-05-24,OtErIQk2pQ,UThEK7cf4f,m8kocjN9WQ,Machine Fly,10,58.96707822663317,fake_id_1001
2021-07-15,tqbPiySAXj,6wga8VycHO,YRv9rJjwoQ,Clean Deadlift,6,133.80990828351372,fake_id_942
2021-03-11,Um3mvYDLRg,58REE5sJU1,agDt2eiTZU,Russian Twist,22,11.339822735890994,fake_id_993
2021-03-12,qQGgGOBnnE,3GvUTFN8up,dygt5txOeG,Calf Raise,6,0.0,fake_id_949
2021-02-14,9NWTAHE5Hm,zJlvUiMLou,YfnDRUi20e,Barbell Incline Bench Press,10,65.77097186816776,fake_id_963
2021-07-23,bAGnR1vOWO,aIzmfLklht,EUn7wP5YDJ,Dumbbell Step Up,17,7.937875915123695,fake_id_950
2021-04-05,W73sjLVdZy,06kzIMnTzR,SliVORHkdt,Oblique Crunch,10,0.0,fake_id_952
2021-11-26,NyGDJzqZQo,yR61QnjQAO,FzjnvpBlM2,Medicine Ball Push Up,8,0.0,fake_id_959
2021-03-27,NGc9z5JKB4,aIzmfLklht,S4r8hImPls,Dumbbell Step Up,13,10.205840462301895,fake_id_950
2021-08-24,B0ptAdKfE2,otjt26R0oL,AVlvo4siEQ,Barbell Shoulder Press,8,16.782937649118672,fake_id_972
2021-08-14,VkFD1aQGYd,HpJxPvuCBP,MaLqVMHbSd,Dumbbell Clean,7,7.937875915123695,fake_id_945
2021-04-10,tw5wcSZmwt,uHBREgyju0,IiVyMi2J4l,Step Up,8,0.0,fake_id_937
2021-09-08,VQuDvd5SHB,1sQqqUqJyp,EnGny0H6Jt,Frog Pump,20,0.0,fake_id_962
2021-01-19,1XFMQtojvN,UThEK7cf4f,DA9rCxDuQF,Machine Fly,10,45.35929094356398,fake_id_987
2021-02-13,k8x33fODqb,k3yxx2a6oz,9G5MB4Ro7F,Seated Machine Calf Press,10,54.43114913227677,fake_id_964
2021-08-29,5ub6bRZ4TK,9fptvki4pW,Hzyl2teylQ,Barbell Hip Thrust,10,34.01946820767298,fake_id_955
2021-03-29,IMnDO6dEmI,G1mxtZtEs5,mutjs0LBDG,Back Squat,5,27.215574566138386,fake_id_943
2021-03-31,yEIhPbmr9M,243X43p1XP,FgCCPvbjg8,Seated Leg Curl,12,27.215574566138386,fake_id_964
2021-01-09,GA2yqJAbCp,xPS7RzoOGm,SdUg7pKUdF,Bent Over Barbell Row,12,20.41168092460379,fake_id_947
2021-01-11,vEBh0D5mfH,erjFOF21dc,TqSMB4BqI4,Reverse Barbell Curl,6,18.14371637742559,fake_id_939
2021-05-12,raVU3q4CmT,EAjKaB5zWy,sZR3ZTScG8,Dumbbell Kickbacks,5,9.071858188712795,fake_id_937
2021-06-23,4UmeP77pME,G1mxtZtEs5,ZeLEaySeWH,Back Squat,9,102.05840462301894,fake_id_1001
2021-05-02,CuP47oOD9N,06kzIMnTzR,SRpqPi0toX,Oblique Crunch,10,0.0,fake_id_980
2021-11-11,evnDbGAZo4,uHBREgyju0,srxfonANbq,Step Up,8,0.0,fake_id_951
2021-04-15,jVBnvwVC38,3GvUTFN8up,GsOnLg0mru,Calf Raise,20,3.628743275485118,fake_id_940
2021-03-18,IQH2pFN9iH,DhkjvJNsNR,WMHCXnFQr5,Sit Up,21,0.0,fake_id_963
2021-05-14,ZGg13GZtcg,Yw1aA3soIp,dZio2ESwcO,Dumbbell Sumo Squat,12,18.14371637742559,fake_id_964
2021-02-08,TnpgnlWznG,G1mxtZtEs5,8u6gVID0b0,Back Squat,5,43.091326396385774,fake_id_939
2021-04-10,4Yz106OxlA,uHBREgyju0,NiZv5Wzeyp,Step Up,8,10.0,fake_id_988
2021-11-03,Ej9WrMJHb2,fxXbcxfkLt,jeVxJrCems,Exercise Ball Crunch,11,0.0,fake_id_938
2021-07-31,ya6OChwJIO,erjFOF21dc,P5VFUmKh0v,Reverse Barbell Curl,8,18.14371637742559,fake_id_991
2021-01-07,ft3CXQYE7y,aIzmfLklht,KzJRQXRals,Dumbbell Step Up,6,9.071858188712795,fake_id_941
2021-05-05,H0qYBu54xn,G1mxtZtEs5,pdciAJ71IB,Back Squat,5,113.39822735890993,fake_id_1001
2021-05-12,uK8Bdbr0UP,djuvlRHUvb,EDMxHLl6TV,Dumbbell Rear Delt Raise,14,6.8038936415345965,fake_id_995
2021-07-05,NYIj7t7Nf4,4IMiKZHvCG,wcNe1Bij8o,Shotgun Row,10,22.67964547178199,fake_id_983
2021-09-10,D7VYYHjtfS,dFycDkJyHe,FZjxqDSQEy,Dumbbell Shoulder Raise,4,6.8038936415345965,fake_id_958
2021-05-25,gFTq2luPOt,HpJxPvuCBP,Wfzt7lFupd,Dumbbell Clean,11,15.87575183024739,fake_id_957
2021-03-14,ccOLrdO2mx,G1mxtZtEs5,kMMYCZazeq,Back Squat,10,38.55539730202938,fake_id_983
2021-10-09,CEQREWeHwV,4IMiKZHvCG,IMRPLGm6WJ,Shotgun Row,8,45.35929094356398,fake_id_973
2021-10-18,uE99aaEYNu,wNImc4b4MY,1j8HGFyBO8,Leg Curl,15,36.28743275485118,fake_id_984
2021-03-26,DJIxa4qMaC,58REE5sJU1,2x4EeMnOb9,Russian Twist,22,11.339822735890994,fake_id_993
2021-02-18,4aZrbgZBsO,DhkjvJNsNR,2GbfNvNNYj,Sit Up,25,0.0,fake_id_949
2021-04-13,JWCZGKaNER,3GvUTFN8up,soIjUEex7B,Calf Raise,20,2.7215574566138385,fake_id_940
2021-11-17,R5MwNDACLB,Gx6Z2fevPD,pK3qfQdzDb,Incline Dumbbell Row,15,3.4019468207672983,fake_id_969
2021-01-09,GA2yqJAbCp,xPS7RzoOGm,KT1DWba3G4,Bent Over Barbell Row,12,20.41168092460379,fake_id_947
2021-02-03,0aBAKifVMO,wNarovWdLy,SUujXZEbNQ,Cable Crunch,12,39.689379575618474,fake_id_1001
2021-06-30,BVCxwaHLNA,djuvlRHUvb,j3ilQaT2gQ,Dumbbell Rear Delt Raise,15,9.071858188712795,fake_id_942
2021-03-30,gLrUXB4Zkf,uHBREgyju0,SL9YY7Sufy,Step Up,25,0.0,fake_id_950
2021-08-23,diYUkk7KMH,qfkBJ4A5eQ,C3OYi15m41,Dead Bug,8,0.0,fake_id_946
2021-01-18,OhbcY3OnYi,DhkjvJNsNR,3uKdjuxeZy,Sit Up,25,4.535929094356398,fake_id_949
2021-08-04,Y9rzAx3CdK,tSjey8z21h,NKhZXAphTD,TRX Chest Press,10,0.0,fake_id_946
2021-08-15,hKnZPgj9QC,DdtF1OFcuQ,RG99FXgGNs,Tricep Push Up,9,0.0,fake_id_979
2021-01-02,GSnAvYzVNP,nNMm3ywt6H,HybRErpFyK,Pike Push Up,9,0.0,fake_id_977
2021-11-08,hlLX2ToZeN,zJlvUiMLou,uxBmV3X1Ob,Barbell Incline Bench Press,8,88.45061733994974,fake_id_949
2021-08-13,hBCHq6FpbY,KVt5QRq9Hx,miQuO3jOs2,Side Laterals to Front Raise,8,6.25,fake_id_944
2021-09-02,bpV7S96Q9h,G1mxtZtEs5,88TbGkUbos,Back Squat,10,102.05840462301894,fake_id_949
2021-01-03,hPbinz4rIz,9VAkz3bNl4,HZcjg4naF6,Decline Push Up,10,0.0,fake_id_1000
2021-10-06,AJS4UfOmXT,EAjKaB5zWy,vfqsEPPZqs,Dumbbell Kickbacks,15,8.0,fake_id_986
2021-05-21,8pqKMo3ryF,3GvUTFN8up,Wib4dsQYGl,Calf Raise,6,20.41168092460379,fake_id_949
2021-01-09,sZhBFZr147,DhkjvJNsNR,crIqc6V0Ft,Sit Up,18,0.0,fake_id_950
2021-03-01,BpyL9lhlmN,9q2Cdgm0FM,hG3lnLh0K8,Machine Leg Press,12,136.07787283069192,fake_id_987
2021-02-05,gB8EwMtPRJ,wNImc4b4MY,WGHsURVZco,Leg Curl,5,22.67964547178199,fake_id_981
2021-10-28,0jtPiwAuGj,omtypRFVyt,83X7iehBWh,Power Clean,8,29.0,fake_id_951
2021-07-20,SjGCCdqMRZ,oySTEjJdfw,fusbSDgHTH,Freemotion Chest Press,10,11.339822735890994,fake_id_975
2021-11-24,9WjHMiSf7s,BN1DjSE1Zi,zpZV6Ms6tk,Romanian Deadlift,7,40.82336184920758,fake_id_955
2021-10-08,zKGOWtzH6k,DhkjvJNsNR,mEKWEsG3kJ,Sit Up,9,0.0,fake_id_960
2021-02-08,TnpgnlWznG,mIMgSxPI0T,wfL8rKD1QR,Toes to Bar,14,0.0,fake_id_939
2021-08-10,fgueEjn54g,djuvlRHUvb,acyDe73LuM,Dumbbell Rear Delt Raise,9,13.607787283069193,fake_id_979
2021-01-02,WYZkhDdKrR,zJlvUiMLou,J74LHZTc3A,Barbell Incline Bench Press,8,47.62725549074217,fake_id_956
2021-05-04,DxXkKMXX6q,otjt26R0oL,p29l6eSoxr,Barbell Shoulder Press,12,29.483539113316585,fake_id_954
2021-11-12,D8XM1i8K1H,gALxFFZcI4,LWPlnwdygG,Dumbbell Decline Bench Press,10,13.607787283069193,fake_id_943
2021-01-30,SHpDRgNdNF,G1mxtZtEs5,qAC3WOlMHH,Back Squat,8,102.05840462301894,fake_id_993
2021-09-30,EgdtfYJT5u,w5njIJMJHb,DpReg81omJ,Kettlebell Upright Row,10,9.071858188712795,fake_id_997
2021-03-02,bIh23LGQVw,xPS7RzoOGm,SR4GC4ZEjI,Bent Over Barbell Row,6,56.69911367945497,fake_id_995
2021-03-09,kRCLVogpTX,3GvUTFN8up,SOFqzud80d,Calf Raise,15,0.0,fake_id_977
2021-05-06,ozaVTcFD8A,zJlvUiMLou,5wsQUS0NcV,Barbell Incline Bench Press,8,52.16318458509857,fake_id_954
2021-05-29,dPo9j8LCHU,r4bOO0fDTv,SIiYx7Zhqc,Plank,0,0.0,fake_id_966
2021-06-28,GUlY1pyAgY,zJlvUiMLou,08cmFHnlH0,Barbell Incline Bench Press,4,43.091326396385774,fake_id_972
2021-01-16,VR36WHxguy,y2Gg0PEzd8,6YcNNOlO6x,Preacher Curl,10,34.01946820767298,fake_id_993
